task_id,file_name,page_count,message,start_time,end_time
242829c0-629a-45f8-8275-bbec3d55ffca,test.pdf,0,Task queued,2024-10-20T23:36:50.814Z,2024-10-20T23:40:38.003Z
43117ce8-537c-42af-a575-01c367a3f543,test.pdf,0,Task queued,2024-10-20T23:36:50.698Z,2024-10-20T23:40:38.195Z
a6f25734-f21a-49fc-81d7-22cd5dd87c47,test.pdf,12,Segmenting,2024-10-20T23:40:04.787Z,2024-10-20T23:40:38.293Z
43117ce8-537c-42af-a575-01c367a3f543,test.pdf,12,Converting file to images,2024-10-20T23:40:38.195Z,2024-10-20T23:40:39.273Z
9cd5039c-5a20-455c-b8cf-221229d2b75d,test.pdf,0,Task queued,2024-10-20T23:36:50.917Z,2024-10-20T23:40:39.282Z
84988ba5-1266-4b09-af93-b478d0ad3d88,test.pdf,0,Task queued,2024-10-20T23:36:51.181Z,2024-10-20T23:40:39.865Z
9c474769-460a-46bf-bdf1-4311be8da958,test.pdf,0,Task queued,2024-10-20T23:36:51.004Z,2024-10-20T23:40:39.871Z
740cdf43-50d9-4e90-bc92-2716e2efad07,test.pdf,12,OCR started,2024-10-20T23:40:09.250Z,2024-10-20T23:40:40.012Z
740cdf43-50d9-4e90-bc92-2716e2efad07,test.pdf,12,Task succeeded,2024-10-20T23:40:40.012Z,2024-10-20T23:40:40.012Z
242829c0-629a-45f8-8275-bbec3d55ffca,test.pdf,12,Converting file to images,2024-10-20T23:40:38.003Z,2024-10-20T23:40:40.134Z
6942290f-f19c-4528-b901-3ea0a05c2491,test.pdf,12,Segmentation queued,2024-10-20T23:36:27.784Z,2024-10-20T23:40:40.185Z
3466d93e-0f75-416f-b494-f6bee3b21f08,test.pdf,0,Task queued,2024-10-20T23:36:51.197Z,2024-10-20T23:40:40.315Z
a6f25734-f21a-49fc-81d7-22cd5dd87c47,test.pdf,12,Chunking queued,2024-10-20T23:40:38.293Z,2024-10-20T23:40:40.476Z
199edf9b-83c5-4b39-baa3-d4a4ae05f3cf,test.pdf,0,Task queued,2024-10-20T23:36:51.368Z,2024-10-20T23:40:41.120Z
9cd5039c-5a20-455c-b8cf-221229d2b75d,test.pdf,12,Converting file to images,2024-10-20T23:40:39.282Z,2024-10-20T23:40:41.503Z
84988ba5-1266-4b09-af93-b478d0ad3d88,test.pdf,12,Converting file to images,2024-10-20T23:40:39.865Z,2024-10-20T23:40:42.077Z
9c474769-460a-46bf-bdf1-4311be8da958,test.pdf,12,Converting file to images,2024-10-20T23:40:39.871Z,2024-10-20T23:40:42.123Z
199edf9b-83c5-4b39-baa3-d4a4ae05f3cf,test.pdf,0,Task started,2024-10-20T23:40:41.120Z,2024-10-20T23:40:42.198Z
3466d93e-0f75-416f-b494-f6bee3b21f08,test.pdf,12,Converting file to images,2024-10-20T23:40:40.315Z,2024-10-20T23:40:42.524Z
7d7b9fae-a06a-4628-b519-26fa4009083a,test.pdf,0,Task queued,2024-10-20T23:36:51.453Z,2024-10-20T23:40:43.035Z
69f820a6-68ae-4a00-a96c-5413b5b9cb87,test.pdf,12,OCR queued,2024-10-20T23:39:30.622Z,2024-10-20T23:40:43.092Z
5af61515-e4f6-4cbd-ae5b-62f7af721c72,test.pdf,12,Segmenting,2024-10-20T23:40:04.513Z,2024-10-20T23:40:43.355Z
199edf9b-83c5-4b39-baa3-d4a4ae05f3cf,test.pdf,12,Converting file to images,2024-10-20T23:40:42.198Z,2024-10-20T23:40:45.534Z
20f9ff1c-c4be-4ddd-86ff-bdd63b0f3f53,test.pdf,0,Task queued,2024-10-20T23:36:52.017Z,2024-10-20T23:40:45.643Z
